title;year;duration;genre;rating;votes
Dirilis: Ertugrul;(2014–2019);120 min;Action, Adventure, Drama;79;36678
National Lampoon's Animal House;(1978);109 min;Comedy;74;121253
Crash Landing on You;(2019–2020);70 min;Adventure, Comedy, Romance;87;28088
Archive 81;(2022);60 min;Drama, Horror, Mystery;73;48309
Trailer Park Boys;(2001–2018);30 min;Comedy, Crime;86;43638
Misfits;(2009–2013);60 min;Comedy, Drama, Fantasy;82;101181
Ratched;(2020– );60 min;Crime, Drama, History;72;55875
GLOW;(2017–2019);35 min;Comedy, Drama, Sport;80;46464
Skyggen i mit øje;(2021);107 min;Drama, History, War;73;10999
The Stranger;(II) (2022);117 min;Crime, Drama, Thriller;74;85
Cowboy Bebop;(2021);58 min;Action, Adventure, Comedy;67;39424
Shooter;(2016–2018);60 min;Action, Drama;75;36802
Drifting Home;(2022);119 min;Animation, Adventure, Drama;63;725
Keep Breathing;(2022);209 min;Adventure, Drama, Thriller;52;10156
The Bubble;(2022);126 min;Comedy;47;23324
Bloodline;(2015–2017);60 min;Drama, Thriller;79;52302
Get Smart with Money;(2022);93 min;Documentary;56;444
Marriage Story;(2019);137 min;Drama, Romance;79;303984
A Series of Unfortunate Events;(2017–2019);50 min;Adventure, Comedy, Drama;78;60640
Hell or High Water;(II) (2016);102 min;Crime, Drama, Thriller;76;229943
Dark Desire;(2020–2022);30 min;Drama, Mystery, Thriller;65;7693
The Human Centipede (First Sequence);(2009);92 min;Horror;44;79417
Ghost;(1990);127 min;Drama, Fantasy, Romance;71;216532
Army of the Dead;(2021);148 min;Action, Crime, Horror;57;171262
Lawrence of Arabia;(1962);218 min;Adventure, Biography, Drama;83;292337
The Lost World: Jurassic Park;(1997);129 min;Action, Adventure, Sci-Fi;65;416716
Cowboy Bebop;(1998–1999);24 min;Animation, Action, Adventure;89;117843
Ocean's Eight;(2018);110 min;Action, Comedy, Crime;63;217713
Gods of Egypt;(2016);127 min;Action, Adventure, Fantasy;54;117441
Barbarians;(2020– );280 min;Action, Adventure, Drama;72;24243
The Bold Type;(2017–2021);45 min;Comedy, Drama;78;21044
Atypical;(2017–2021);30 min;Comedy, Drama;83;87238
Rosemary's Baby;(1968);137 min;Drama, Horror;80;215114
3rd Rock from the Sun;(1996–2001);60 min;Comedy, Family, Sci-Fi;78;52455
Mars Attacks!;(1996);106 min;Comedy, Sci-Fi;64;227173
Kong: Skull Island;(2017);118 min;Action, Adventure, Fantasy;66;317486
There's Something About Mary;(1998);119 min;Comedy, Romance;71;311136
Don't Breathe;(2016);88 min;Crime, Horror, Thriller;71;272361
Now You See Me;(I) (2013);115 min;Crime, Mystery, Thriller;72;654721
One Of Us Is Lying;(2021– );50 min;Crime, Drama, Mystery;68;8906
Monty Python and the Holy Grail;(1975);91 min;Adventure, Comedy, Fantasy;82;538546
Batman v Superman: Dawn of Justice;(2016);152 min;Action, Adventure, Sci-Fi;64;694619
Climax;(I) (2018);97 min;Drama, Horror, Music;69;67926
Lupin;(2021– );45 min;Action, Crime, Drama;75;105218
Entergalactic;(2022– );;Animation, Comedy, Music;;
The Old Guard;(2020);125 min;Action, Thriller;66;162921
The Serpent;(2021);458 min;Crime, Drama, Thriller;76;43200
tick, tick... BOOM!;(2021);120 min;Biography, Drama, Musical;75;103537
The Pale Blue Eye;(2022);;Crime, Horror, Mystery;;
Alice in Borderland;(2020– );50 min;Action, Drama, Mystery;76;50974
Gilmore Girls: A Year in the Life;(2016);370 min;Comedy, Drama;76;38451
Carter;(I) (2022);132 min;Action, Thriller;51;7595
The Babysitter;(I) (2017);85 min;Comedy, Horror;63;92479
Outlaw King;(2018);121 min;Action, Biography, Drama;69;71960
Despicable Me 2;(2013);98 min;Animation, Adventure, Comedy;73;399084
Good Witch;(2015–2021);48 min;Comedy, Drama, Fantasy;73;10753
Extraction;(2020);116 min;Action, Thriller;67;200239
Cleveland Abduction;(2015 TV Movie);88 min;Biography, Crime, Drama;66;7425
Army of Thieves;(2021);127 min;Action, Comedy, Crime;64;75902
Selling the OC;(2022– );30 min;Reality-TV;55;767
Dawson's Creek;(1998–2003);60 min;Drama, Romance;68;41567
12 Strong;(2018);130 min;Action, Drama, History;65;81719
Lone Survivor;(2013);121 min;Action, Biography, Drama;75;287213
Into the Night;(II) (2020– );35 min;Drama, Sci-Fi, Thriller;71;32118
Inside Job;(2021– );30 min;Animation, Comedy, Fantasy;76;17662
Chef's Table: Pizza;(2022– );45 min;Documentary;74;289
Major;(2022);150 min;Action, Biography, Drama;82;25431
Bird Box;(2018);124 min;Horror, Mystery, Sci-Fi;66;336633
The Fresh Prince of Bel-Air;(1990–1996);22 min;Comedy;79;134185
Through My Window;(2022);116 min;Comedy, Drama, Romance;54;10198
The Holiday;(2006);136 min;Comedy, Romance;69;284199
Moonrise Kingdom;(2012);94 min;Comedy, Drama, Romance;78;348507
He's All That;(2021);88 min;Comedy, Romance;44;24843
Superwog;(2017– );30 min;Comedy;74;986
Breakfast at Tiffany's;(1961);115 min;Comedy, Drama, Romance;76;180040
The Girl in the Spider's Web;(2018);115 min;Action, Crime, Drama;61;47930
The Karate Kid;(2010);140 min;Action, Drama, Family;62;183166
Shot Caller;(2017);121 min;Crime, Drama, Thriller;73;86482
The Missing;(2014–2016);60 min;Crime, Drama, Mystery;82;26870
Moneyball;(2011);133 min;Biography, Drama, Sport;76;420330
Clusterf**k: Woodstock '99;(2022);142 min;Documentary, History, Music;74;13986
Stay Close;(2021);375 min;Crime, Drama, Mystery;69;31279
Furious 7;(2015);137 min;Action, Crime, Thriller;71;388751
Avatar: The Last Airbender;;;Action, Adventure, Comedy;;
Top Gear;(2002– );60 min;Adventure, Comedy, Reality-TV;87;118264
Lou;(I) (2022);107 min;Action, Crime, Drama;59;880
Lost Ollie;(2022);45 min;Animation, Adventure, Drama;78;1071
Fatal Attraction;(1987);119 min;Drama, Thriller;69;86764
Untold: The Girlfriend Who Didn't Exist;(2022);124 min;Documentary, Biography, Sport;72;4962
The Lincoln Lawyer;(2011);118 min;Crime, Drama, Mystery;73;238378
Mighty Morphin Power Rangers;(1993–1996);30 min;Action, Adventure, Family;65;22310
Life of Brian;(1979);94 min;Comedy;80;397955
Love Is Blind;(2020– );48 min;Game-Show, Reality-TV, Romance;61;8099
The Pentaverate;(2022);160 min;Comedy;61;9498
Doom;(2005);105 min;Action, Horror, Sci-Fi;52;113934
Pan;(2015);111 min;Action, Adventure, Comedy;57;64414
Crazy Ex-Girlfriend;(2015–2019);42 min;Comedy, Musical;78;20397
A Walk to Remember;(2002);101 min;Drama, Romance;73;211211
Enola Holmes 2;(2022);;Action, Adventure, Crime;;
When Calls the Heart;(2014– );43 min;Drama, History, Romance;79;13133
Space Force;(2020–2022);30 min;Comedy;67;64540
The Shannara Chronicles;(2016–2017);42 min;Adventure, Drama, Fantasy;71;60428
Lucy;(I) (2014);89 min;Action, Sci-Fi, Thriller;64;493047
Midnight in Paris;(2011);94 min;Comedy, Fantasy, Romance;77;422213
Contagion;(2011);106 min;Drama, Thriller;68;303276
Project X;(2012);88 min;Comedy;66;210083
Cars 3;(2017);102 min;Animation, Adventure, Comedy;67;99256
The Alienist;(2018–2020);60 min;Crime, Drama, Mystery;77;54039
Pokémon;(1997– );24 min;Animation, Action, Adventure;75;42922
Wentworth;(2013–2021);45 min;Crime, Drama, Thriller;86;22295
Knocked Up;(2007);129 min;Comedy, Romance;69;369484
I Think You Should Leave with Tim Robinson;(2019– );16 min;Comedy;79;12743
Ivy & Bean;(2022);56 min;Action, Comedy, Family;59;176
The Fall of the House of Usher;;;Drama, Horror;;
Robin Hood;(2018);116 min;Action, Adventure, Drama;53;73741
Return to Sender;(I) (2015);92 min;Drama, Thriller;51;13648
Kingdom;(2019– );45 min;Action, Drama, Horror;83;45888
Windfall;(2022);92 min;Crime, Drama, Thriller;57;22612
Hell on Wheels;(2011–2016);42 min;Drama, Western;83;52166
Henry Danger;(2014–2020);30 min;Action, Comedy, Family;56;5633
Love and Monsters;(I) (2020);109 min;Action, Adventure, Comedy;69;126227
Disenchantment;(2018– );30 min;Animation, Action, Adventure;72;61178
Princess Mononoke;(1997);134 min;Animation, Action, Adventure;84;390689
The Legend of Korra;(2012–2014);23 min;Animation, Action, Adventure;84;120855
The Call;(2020);112 min;Crime, Horror, Mystery;71;32424
Atomic Blonde;(2017);115 min;Action, Thriller;67;193383
Fear Street: Part Two - 1978;(2021);109 min;Drama, Horror, Mystery;67;62722
Copenhagen Cowboy;(2022– );;Crime, Drama;85;37
The Expendables 2;(2012);103 min;Action, Adventure, Thriller;66;307174
Indian Predator: The Diary of a Serial Killer;(2022);123 min;Documentary, Crime, History;67;1077
The Ritual;(I) (2017);94 min;Horror, Mystery, Thriller;63;99253
When They See Us;(2019);296 min;Biography, Crime, Drama;89;119339
Sicario: Day of the Soldado;(2018);122 min;Action, Adventure, Crime;71;147136
The Real Housewives of Beverly Hills;(2010– );44 min;Reality-TV;52;6393
The Emperor's New Groove;(2000);78 min;Animation, Adventure, Comedy;74;203092
The Hitman's Bodyguard;(2017);118 min;Action, Comedy, Crime;69;230164
Monster Hunter;(I) (2020);103 min;Action, Adventure, Fantasy;52;58347
Between;(2015–2016);60 min;Drama, Mystery, Sci-Fi;59;9252
The Amazing World of Gumball;(2011–2019);11 min;Animation, Short, Adventure;83;31652
One Piece;;;Action, Adventure, Comedy;;
Geostorm;(2017);109 min;Action, Sci-Fi, Thriller;53;108072
Metal Lords;(2022);97 min;Comedy, Music;67;26266
Robin Hood: Prince of Thieves;(1991);143 min;Action, Adventure, Drama;69;193725
Darlings;(I) (2022);133 min;Comedy, Drama, Thriller;66;16317
Steven Universe;(2013–2020);11 min;Animation, Action, Adventure;82;33505
Hairspray;(2007);117 min;Comedy, Drama, Musical;67;130694
Escape Room;(I) (2019);99 min;Action, Adventure, Horror;64;121675
Extremely Wicked, Shockingly Evil and Vile;(2019);110 min;Biography, Crime, Drama;67;93449
Sweet Tooth;(2021– );;Action, Adventure, Drama;78;51170
Into the Badlands;(2015–2019);42 min;Action, Adventure, Drama;79;46547
Spartacus: Gods of the Arena;(2011);331 min;Action, Adventure, Biography;85;137339
Newness;(2017);117 min;Drama, Romance;63;16901
Santa Clarita Diet;(2017–2019);30 min;Comedy, Horror;78;67529
Maestro;(VII);;Biography, Drama, Music;;
Man vs. Bee;(2022– );;Short, Comedy, Family;67;26558
Things Heard & Seen;(2021);121 min;Drama, Horror, Mystery;53;31421
Guillermo del Toro's Cabinet of Curiosities;(2022– );;Drama, Horror, Mystery;;
Timeless;(2016–2018);60 min;Action, Adventure, Drama;76;42921
Girl in the Picture;(2022);101 min;Documentary, Crime, Mystery;72;16008
Hush;(I) (2016);82 min;Horror, Thriller;66;132650
Neon Genesis Evangelion;(1995–1996);24 min;Animation, Action, Drama;85;68559
Waterworld;(1995);177 min;Action, Adventure, Sci-Fi;62;196460
The Cuphead Show!;(2022– );12 min;Animation, Short, Action;74;7414
A Perfect Pairing;(2022);101 min;Comedy, Romance;61;11632
Kill Bill: Vol. 2;(2004);137 min;Action, Crime, Thriller;80;749653
Rampage;(2018);107 min;Action, Adventure, Sci-Fi;61;167170
Contact;(1997);150 min;Drama, Mystery, Sci-Fi;75;274308
The Woman in the Window;(2021);100 min;Crime, Drama, Mystery;57;74469
Copshop;(2021);107 min;Action, Thriller;62;30767
In the Heart of the Sea;(2015);122 min;Action, Adventure, Biography;69;139010
The Starling;(2021);102 min;Comedy, Drama;63;13097
Between Two Ferns: The Movie;(2019);82 min;Comedy;61;32734
Aftermath;(IV) (2021);114 min;Drama, Horror, Mystery;53;16046
White House Down;(2013);131 min;Action, Drama, Thriller;63;221953
The Dirt;(2019);107 min;Biography, Comedy, Drama;69;49568
The Post;(2017);116 min;Biography, Drama, History;72;150823
Luke Cage;(2016–2018);55 min;Action, Crime, Drama;73;130409
Firefly Lane;(2021– );;Drama, Romance;74;21296
Vincenzo;(2021– );80 min;Action, Comedy, Crime;84;17647
Pera Palas'ta Gece Yarisi;(2022– );45 min;Drama, History, Mystery;71;7982
I Care a Lot;(2020);118 min;Comedy, Crime, Drama;63;131838
To Kill a Mockingbird;(1962);129 min;Crime, Drama;83;315380
Unbreakable Kimmy Schmidt;(2015–2019);30 min;Comedy;76;72009
Munich: The Edge of War;(2021);130 min;Biography, Drama, History;68;29870
Kim's Convenience;(2016–2021);22 min;Comedy;82;18672
The Chestnut Man;(2021– );50 min;Crime, Drama, Mystery;77;44386
Security;(I) (2017);88 min;Action, Crime, Thriller;57;19286
Lilo & Stitch;(2002);85 min;Animation, Adventure, Comedy;73;190010
Perfect Blue;(1997);81 min;Animation, Crime, Drama;80;75641
The Boondocks;(2005–2014);22 min;Animation, Action, Comedy;85;30847
The Firm;(1993);154 min;Drama, Mystery, Thriller;68;135029
Another Self;(2022– );50 min;Drama, Romance;63;3124
Mob Psycho 100;(2016– );24 min;Animation, Action, Comedy;86;30081
The Invisible Guest;(2016);106 min;Crime, Drama, Mystery;80;174610
Glitch;(2015–2019);45 min;Drama, Horror, Sci-Fi;72;18276
Night Teeth;(2021);107 min;Action, Crime, Drama;56;18285
Jurassic Park III;(2001);92 min;Action, Adventure, Sci-Fi;59;321937
Bad Teacher;(2011);92 min;Comedy, Romance;56;203437
The Snowman;(2017);119 min;Crime, Drama, Thriller;51;64629
Fuller House;(2016–2020);30 min;Comedy, Family;67;27643
The Kissing Booth;(2018);105 min;Comedy, Romance;59;83980
No One Gets Out Alive;(2021);87 min;Drama, Horror, Mystery;53;15996
Ludik;(2022– );60 min;Crime, Drama;54;412
Conan the Barbarian;(2011);113 min;Action, Adventure, Fantasy;51;99364
Troll;(2022);;Action, Adventure, Fantasy;;
The Weekend Away;(2022);89 min;Crime, Drama, Mystery;56;23932
1922;(2017);102 min;Crime, Drama, Horror;62;63582
A Jazzman's Blues;(2022);127 min;Drama;60;189
Ash vs Evil Dead;(2015–2018);30 min;Action, Comedy, Fantasy;84;73097
The Fate of the Furious;(2017);136 min;Action, Crime, Thriller;66;231142
Warrior Nun;(2020– );;Action, Drama, Fantasy;69;31190
Kingdom;(2014–2017);43 min;Drama, Sport;85;18196
Versailles;(2015–2018);52 min;Biography, Drama, History;79;16726
Code Geass;(2006–2008);24 min;Animation, Action, Drama;87;67510
My Neighbor Totoro;(1988);86 min;Animation, Comedy, Family;81;335557
Green Room;(2015);95 min;Crime, Drama, Horror;70;123286
The Last Dance;(2020);491 min;Documentary, Biography, History;91;119768
Serendipity;(2001);90 min;Comedy, Romance;68;113554
Blue Mountain State;(2010–2011);22 min;Comedy, Sport;83;53845
Black Summer;(2019–2021);40 min;Action, Drama, Horror;65;29824
127 Hours;(2010);94 min;Biography, Drama;76;375723
The Founder;(2016);115 min;Biography, Drama;72;150116
Black Crab;(2022);114 min;Action, Adventure, Drama;56;20283
12 Monkeys;(2015–2018);42 min;Adventure, Drama, Mystery;77;44864
Extraction 2;(2023);;Action, Thriller;;
Murder Mystery;(2019);97 min;Action, Comedy, Crime;60;127206
Dota: Dragon's Blood;(2021– );25 min;Animation, Action, Adventure;78;19110
Havoc;(2022);;Action, Thriller;;
The Defenders;(2017);50 min;Action, Adventure, Crime;72;106814
Manhunt;(II) (2017– );60 min;Biography, Crime, Drama;81;59078
Hunt for the Wilderpeople;(2016);101 min;Adventure, Comedy, Drama;78;130345
What Happened to Monday;(2017);123 min;Action, Crime, Fantasy;68;122876
Kate;(I) (2021);106 min;Action, Adventure, Crime;62;61030
The Client;(1994);119 min;Crime, Drama, Mystery;67;66825
As Good as It Gets;(1997);139 min;Comedy, Drama, Romance;77;298034
Below Deck;(2013– );43 min;Reality-TV;74;3541
The Mitchells vs the Machines;(2021);114 min;Animation, Adventure, Comedy;76;106685
300: Rise of an Empire;(2014);102 min;Action, Drama;62;300895
Against the Ice;(2022);102 min;Adventure, Drama, History;65;21943
Maniac;(2018);386 min;Comedy, Drama, Sci-Fi;77;78151
Clark;(2022);362 min;Action, Comedy, Crime;74;9365
The A-Team;(2010);117 min;Action, Adventure, Thriller;67;258955
The Danish Girl;(2015);119 min;Biography, Drama, Romance;71;185277
Deliver Us from Evil;(I) (2014);118 min;Action, Adventure, Crime;62;77685
Escape Room: Tournament of Champions;(2021);88 min;Action, Adventure, Horror;57;44400
Jeepers Creepers III;(2017);100 min;Horror;39;22397
The Order;(2019–2020);60 min;Drama, Fantasy, Horror;67;28610
Intrusion;(II) (2021);92 min;Drama, Thriller;52;17071
Who Killed Sara?;(2021–2022);40 min;Crime, Drama, Mystery;64;14316
Fractured;(I) (2019);99 min;Thriller;64;74728
The Secret Life of Pets;(2016);87 min;Animation, Adventure, Comedy;65;201790
Jurassic World: Camp Cretaceous;(2020–2022);24 min;Animation, Action, Adventure;75;8774
Brazen;(2022);94 min;Crime, Drama, Mystery;41;12120
Love;(2016–2018);50 min;Comedy, Drama, Romance;77;42755
Spartacus;(1960);197 min;Adventure, Biography, Drama;79;134933
Bee & Puppycat: Lazy in Space;(2013– );;Animation;87;163
Under the Dome;(2013–2015);43 min;Drama, Mystery, Sci-Fi;65;106485
Rebecca;(I) (2020);123 min;Drama, Mystery, Romance;60;41997
Fantasy Island;(2020);109 min;Fantasy, Horror, Mystery;49;52319
The Witcher: Blood Origin;(2022);;Action, Adventure, Drama;;
Utopia;(I) (2013–2014);50 min;Drama, Mystery, Sci-Fi;84;46783
The Bad Batch;(2016);118 min;Action, Horror, Mystery;52;31725
Marco Polo;(2014–2016);60 min;Action, Adventure, Drama;80;72672
The Killer;;;Action, Crime, Drama;;
Locke;(2013);85 min;Drama;71;150008
Below Zero;(2021);106 min;Action, Adventure, Crime;62;19509
Insatiable;(2018–2019);45 min;Comedy, Drama, Thriller;65;28595
Tekken: Bloodline;(2022– );;Animation, Action, Adventure;67;3330
Our Man from Jersey;;;Action, Thriller;;
First Kill;(2022);60 min;Drama, Horror, Mystery;64;25843
The Festival of Troubadours;(2022);102 min;Drama;59;1733
Family Secrets;(2022– );50 min;Comedy, Drama, Romance;59;333
Awakenings;(1990);121 min;Biography, Drama;78;141037
Fullmetal Alchemist: The Revenge of Scar;(2022);125 min;Action, Adventure, Fantasy;53;1238
The Kominsky Method;(2018–2021);30 min;Comedy, Drama;82;39741
I Am a Killer;(2018–2022);52 min;Documentary, Crime;74;4287
The Trial of the Chicago 7;(2020);129 min;Drama, History, Thriller;77;175568
Slasher;(2016– );60 min;Crime, Drama, Horror;67;14543
Ragnarok;(2020– );45 min;Action, Drama, Fantasy;75;37517
Triple Frontier;(2019);125 min;Action, Thriller;64;128044
Lord of War;(2005);122 min;Crime, Drama;76;316908
Planet of the Apes;(1968);112 min;Adventure, Sci-Fi;80;179986
The Society;(2019);58 min;Drama, Mystery, Sci-Fi;71;29809
Noah;(2014);138 min;Action, Adventure, Drama;58;255168
Hachi: A Dog's Tale;(2009);93 min;Biography, Drama, Family;81;283263
Frontier;(2016–2018);60 min;Adventure, Drama, History;71;21360
Gunpowder Milkshake;(2021);114 min;Action, Crime, Thriller;60;43839
Athena;(2022);99 min;Action, Drama, Thriller;70;579
The Office Blind Date;(2022– );60 min;Comedy, Drama, Romance;81;9892
Ender's Game;(2013);114 min;Action, Adventure, Sci-Fi;66;240470
God's Favorite Idiot;(2022– );30 min;Comedy, Fantasy;57;5384
